cohort,phv,BDCHM_Label,new_bdchm_label
"FHS","phv00057766","Sleep apnea status","Sleep apnea"
"FHS","phv00057767","Sleep apnea status","Sleep apnea"
"FHS","phv00057768","Sleep apnea status","Sleep apnea"
"FHS","phv00057769","Sleep apnea status","Sleep apnea"
"FHS","phv00057770","Sleep apnea status","Sleep apnea"
"FHS","phv00057771","Sleep apnea status","Sleep apnea"
"FHS","phv00057772","Sleep apnea status","Sleep apnea"
"FHS","phv00057773","Sleep apnea status","Sleep apnea"
"FHS","phv00057774","Sleep apnea status","Sleep apnea"
"FHS","phv00057775","Sleep apnea status","Sleep apnea"
"FHS","phv00057776","Sleep apnea status","Sleep apnea"
"FHS","phv00057777","Sleep apnea status","Sleep apnea"
"FHS","phv00057778","Sleep apnea status","Sleep apnea"
"FHS","phv00057779","Sleep apnea status","Sleep apnea"
"FHS","phv00057780","Sleep apnea status","Sleep apnea"
"FHS","phv00057781","Sleep apnea status","Sleep apnea"
"FHS","phv00057782","Sleep apnea status","Sleep apnea"
"FHS","phv00057783","Sleep apnea status","Sleep apnea"
"FHS","phv00057784","Sleep apnea status","Sleep apnea"
"FHS","phv00057785","Sleep apnea status","Sleep apnea"
"FHS","phv00057786","Sleep apnea status","Sleep apnea"
"FHS","phv00057787","Sleep apnea status","Sleep apnea"
"FHS","phv00057788","Sleep apnea status","Sleep apnea"
"FHS","phv00057789","Sleep apnea status","Sleep apnea"
"FHS","phv00057790","Sleep apnea status","Sleep apnea"
"FHS","phv00057791","Sleep apnea status","Sleep apnea"
"FHS","phv00057792","Sleep apnea status","Sleep apnea"
"FHS","phv00057793","Sleep apnea status","Sleep apnea"
"FHS","phv00057794","Sleep apnea status","Sleep apnea"
"FHS","phv00057795","Sleep apnea status","Sleep apnea"
"FHS","phv00057796","Sleep apnea status","Sleep apnea"
"FHS","phv00057797","Sleep apnea status","Sleep apnea"
"FHS","phv00057798","Sleep apnea status","Sleep apnea"
"FHS","phv00057799","Sleep apnea status","Sleep apnea"
"FHS","phv00057800","Sleep apnea status","Sleep apnea"
"FHS","phv00057801","Sleep apnea status","Sleep apnea"
"FHS","phv00057802","Sleep apnea status","Sleep apnea"
"FHS","phv00057803","Sleep apnea status","Sleep apnea"
"FHS","phv00057804","Sleep apnea status","Sleep apnea"
"FHS","phv00057805","Sleep apnea status","Sleep apnea"
"FHS","phv00057806","Sleep apnea status","Sleep apnea"
"FHS","phv00057807","Sleep apnea status","Sleep apnea"
"FHS","phv00057808","Sleep apnea status","Sleep apnea"
"FHS","phv00057809","Sleep apnea status","Sleep apnea"
"FHS","phv00057810","Sleep apnea status","Sleep apnea"
"FHS","phv00057811","Sleep apnea status","Sleep apnea"
"FHS","phv00057812","Sleep apnea status","Sleep apnea"
"FHS","phv00057813","Sleep apnea status","Sleep apnea"
"FHS","phv00057814","Sleep apnea status","Sleep apnea"
"FHS","phv00057815","Sleep apnea status","Sleep apnea"
"FHS","phv00057816","Sleep apnea status","Sleep apnea"
"FHS","phv00057817","Sleep apnea status","Sleep apnea"
"FHS","phv00057818","Sleep apnea status","Sleep apnea"
"FHS","phv00057819","Sleep apnea status","Sleep apnea"
"FHS","phv00057820","Sleep apnea status","Sleep apnea"
"FHS","phv00057821","Sleep apnea status","Sleep apnea"
"FHS","phv00057822","Sleep apnea status","Sleep apnea"
"FHS","phv00057823","Sleep apnea status","Sleep apnea"
"FHS","phv00057824","Sleep apnea status","Sleep apnea"
"FHS","phv00057825","Sleep apnea status","Sleep apnea"
"FHS","phv00057826","Sleep apnea status","Sleep apnea"
"FHS","phv00057827","Sleep apnea status","Sleep apnea"
"FHS","phv00057828","Sleep apnea status","Sleep apnea"
"FHS","phv00057829","Sleep apnea status","Sleep apnea"
"FHS","phv00057830","Sleep apnea status","Sleep apnea"
"FHS","phv00057831","Sleep apnea status","Sleep apnea"
"FHS","phv00057832","Sleep apnea status","Sleep apnea"
"FHS","phv00057921","Sleep apnea status","Sleep apnea"
"FHS","phv00057922","Sleep apnea status","Sleep apnea"
"FHS","phv00057923","Sleep apnea status","Sleep apnea"
"FHS","phv00057924","Sleep apnea status","Sleep apnea"
"FHS","phv00057925","Sleep apnea status","Sleep apnea"
"FHS","phv00057926","Sleep apnea status","Sleep apnea"
"FHS","phv00057927","Sleep apnea status","Sleep apnea"
"FHS","phv00057928","Sleep apnea status","Sleep apnea"
"FHS","phv00057929","Sleep apnea status","Sleep apnea"
"FHS","phv00057930","Sleep apnea status","Sleep apnea"
"FHS","phv00057931","Sleep apnea status","Sleep apnea"
"FHS","phv00057932","Sleep apnea status","Sleep apnea"
"FHS","phv00057933","Sleep apnea status","Sleep apnea"
"FHS","phv00057934","Sleep apnea status","Sleep apnea"
"FHS","phv00057935","Sleep apnea status","Sleep apnea"
"FHS","phv00057936","Sleep apnea status","Sleep apnea"
"FHS","phv00057937","Sleep apnea status","Sleep apnea"
"FHS","phv00057938","Sleep apnea status","Sleep apnea"
"FHS","phv00057939","Sleep apnea status","Sleep apnea"
"FHS","phv00057940","Sleep apnea status","Sleep apnea"
"FHS","phv00057941","Sleep apnea status","Sleep apnea"
"FHS","phv00057942","Sleep apnea status","Sleep apnea"
"FHS","phv00057943","Sleep apnea status","Sleep apnea"
"FHS","phv00057944","Sleep apnea status","Sleep apnea"
"FHS","phv00057945","Sleep apnea status","Sleep apnea"
"FHS","phv00057946","Sleep apnea status","Sleep apnea"
"FHS","phv00057947","Sleep apnea status","Sleep apnea"
"FHS","phv00057948","Sleep apnea status","Sleep apnea"
"FHS","phv00057949","Sleep apnea status","Sleep apnea"
"FHS","phv00057950","Sleep apnea status","Sleep apnea"
"FHS","phv00057951","Sleep apnea status","Sleep apnea"
"FHS","phv00057952","Sleep apnea status","Sleep apnea"
"FHS","phv00057953","Sleep apnea status","Sleep apnea"
"FHS","phv00057954","Sleep apnea status","Sleep apnea"
"FHS","phv00057955","Sleep apnea status","Sleep apnea"
"FHS","phv00057956","Sleep apnea status","Sleep apnea"
"FHS","phv00057957","Sleep apnea status","Sleep apnea"
"FHS","phv00071937","Venous thromboembolism",""
"FHS","phv00071938","Venous thromboembolism",""
"FHS","phv00071939","Venous thromboembolism",""
"FHS","phv00071940","Venous thromboembolism",""
"FHS","phv00071941","Venous thromboembolism",""
"FHS","phv00071943","Venous thromboembolism",""
"FHS","phv00071944","Venous thromboembolism",""
"FHS","phv00071945","Venous thromboembolism",""
"FHS","phv00071946","Venous thromboembolism",""
"FHS","phv00071947","Venous thromboembolism",""
"FHS","phv00072180","Stroke status","Stroke"
"FHS","phv00072500","COPD status","COPD"
"FHS","phv00072501","COPD status","COPD"
"FHS","phv00072502","COPD status","COPD"
"FHS","phv00081029","Red blood cell count volume","Red blood cell count"
"FHS","phv00166732","Lactate","Lactate in blood"
"FHS","phv00172259","Lactate","Lactate in blood"
"FHS","phv00177574","COPD status","COPD"
"FHS","phv00190821","History of cardiovascular disease",""
"FHS","phv00190822","History of cardiovascular disease",""
"FHS","phv00195499","Stroke status","Stroke"
"FHS","phv00227026","Red blood cell count volume","Red blood cell count"
"FHS","phv00250737","Taking diuretic","Taking diuretics"
"FHS","phv00250738","Taking diuretic","Taking diuretics"
"FHS","phv00250739","Taking diuretic","Taking diuretics"
"FHS","phv00250740","Taking diuretic","Taking diuretics"
"FHS","phv00251717","COPD status","COPD"
"FHS","phv00251718","COPD status","COPD"
"FHS","phv00251719","COPD status","COPD"
"FHS","phv00254499","COPD status","COPD"
"FHS","phv00255077","Stroke status","Stroke"
"FHS","phv00255320","Stroke status","Stroke"
"FHS","phv00255330","COPD status","COPD"
"FHS","phv00255391","Lactate","Lactate in blood"
"FHS","phv00273897","Stroke status","Stroke"
"FHS","phv00274016","Stroke status","Stroke"
"FHS","phv00274134","COPD status","COPD"
"FHS","phv00274135","COPD status","COPD"
"FHS","phv00274136","COPD status","COPD"
"FHS","phv00274797","Stroke status","Stroke"
"FHS","phv00274801","Stroke status","Stroke"
"FHS","phv00275045","Stroke status","Stroke"
"FHS","phv00275055","COPD status","COPD"
"FHS","phv00275154","Stroke status","Stroke"
"FHS","phv00275158","Stroke status","Stroke"
"FHS","phv00275379","Stroke status","Stroke"
"FHS","phv00275389","COPD status","COPD"
"FHS","phv00276805","Taking ACE inhibitor","Taking ACE inhibitors"
"FHS","phv00276806","Taking beta blocker","Taking beta blockers"
"FHS","phv00276871","COPD status","COPD"
"FHS","phv00276872","COPD status","COPD"
"FHS","phv00276965","Stroke status","Stroke"
"FHS","phv00276966","Stroke status","Stroke"
"FHS","phv00276971","Stroke status","Stroke"
"FHS","phv00276972","Stroke status","Stroke"
"FHS","phv00276989","Stroke status","Stroke"
"FHS","phv00369646","Valvular heart disease",""
"FHS","phv00369649","BNP",""
"FHS","phv00437830","Stroke status","Stroke"
"FHS","phv00460987","Stroke status","Stroke"
"FHS","phv00461106","Stroke status","Stroke"
"FHS","phv00461222","COPD status","COPD"
"FHS","phv00461223","COPD status","COPD"
"FHS","phv00461224","COPD status","COPD"
"FHS","phv00461389","Taking beta blocker","Taking beta blockers"
"FHS","phv00461390","Taking beta blocker","Taking beta blockers"
"FHS","phv00461391","Taking beta blocker","Taking beta blockers"
"FHS","phv00461392","Taking diuretic","Taking diuretics"
"FHS","phv00461393","Taking diuretic","Taking diuretics"
"FHS","phv00461394","Taking diuretic","Taking diuretics"
"FHS","phv00461395","Taking diuretic","Taking diuretics"
"FHS","phv00461917","Stroke status","Stroke"
"FHS","phv00462121","COPD status","COPD"
"FHS","phv00520261","Stroke status","Stroke"
"FHS","phv00521044","Lactate","Lactate in blood"
"FHS","phv00521118","Lactate","Lactate in blood"
"HCHS_SOL","phv00226251","Body weight",""
"HCHS_SOL","phv00226251","Cigarette smoking",""
"HCHS_SOL","phv00226251","Diastolic blood pressure",""
"HCHS_SOL","phv00226251","Fasting lipids",""
"HCHS_SOL","phv00226251","HDL",""
"HCHS_SOL","phv00226251","Height",""
"HCHS_SOL","phv00226251","Hematocrit",""
"HCHS_SOL","phv00226251","Hemoglobin",""
"HCHS_SOL","phv00226251","Hypertension treatment",""
"HCHS_SOL","phv00226251","Lymphocytes count",""
"HCHS_SOL","phv00226251","Neutrophils count",""
"HCHS_SOL","phv00226251","Platelet count",""
"HCHS_SOL","phv00226251","Red blood cell count volume",""
"HCHS_SOL","phv00226251","Sleep hours",""
"HCHS_SOL","phv00226251","Systolic blood pressure",""
"HCHS_SOL","phv00226251","Taking ACE inhibitors",""
"HCHS_SOL","phv00226251","Taking aldosterone receptor blockers",""
"HCHS_SOL","phv00226251","Taking alpha blockers",""
"HCHS_SOL","phv00226251","Taking angiotensin receptor blockers",""
"HCHS_SOL","phv00226251","Taking beta blockers",""
"HCHS_SOL","phv00226251","Taking calcium channel blockers",""
"HCHS_SOL","phv00226251","Taking centrally acting agents",""
"HCHS_SOL","phv00226251","Taking diuretics",""
"HCHS_SOL","phv00226251","Taking statin medication",""
"HCHS_SOL","phv00226251","Total cholesterol in blood",""
"HCHS_SOL","phv00226251","Triglycerides in blood",""
"HCHS_SOL","phv00226251","White blood cell count",""
"HCHS_SOL","phv00226251","basophils count",""
"HCHS_SOL","phv00226251","c-reactive protein CRP",""
"HCHS_SOL","phv00226251","eosinophils count",""
"HCHS_SOL","phv00226251","mean corpuscular hemoglobin",""
"HCHS_SOL","phv00226251","mean corpuscular hemoglobin concentration",""
"HCHS_SOL","phv00226251","mean corpuscular volume",""
"HCHS_SOL","phv00226251","monocytes count",""
"HCHS_SOL","phv00226251","red cell distribution width",""
"HCHS_SOL","phv00226260","COPD status","COPD"
"HCHS_SOL","phv00226294","Red blood cell count volume","Red blood cell count"
"HCHS_SOL","phv00226330","Taking beta blocker","Taking beta blockers"
"HCHS_SOL","phv00226331","Taking beta blocker","Taking beta blockers"
"HCHS_SOL","phv00226339","Taking diuretic","Taking diuretics"
"HCHS_SOL","phv00226340","Taking diuretic","Taking diuretics"
"HCHS_SOL","phv00226392","Sleep apnea status","Sleep apnea"
"HCHS_SOL","phv00253225","Fasting lipids",""
"HCHS_SOL","phv00258042","COPD status","COPD"
"HCHS_SOL","phv00258117","Taking diuretic","Taking diuretics"
"HCHS_SOL","phv00258120","Taking beta blocker","Taking beta blockers"
"JHS","phv00127629","Red blood cell count volume","Red blood cell count"
"JHS","phv00128093","Stroke status","Stroke"
"JHS","phv00128395","Stroke status","Stroke"
"JHS","phv00400912","Stroke status","Stroke"
"JHS","phv00401072","Stroke status","Stroke"
"JHS","phv00401073","Stroke status","Stroke"
"JHS","phv00401074","Stroke status","Stroke"
"JHS","phv00401075","Stroke status","Stroke"
"JHS","phv00401076","Stroke status","Stroke"
"JHS","phv00401077","Stroke status","Stroke"
"JHS","phv00401106","Taking beta blocker","Taking beta blockers"
"JHS","phv00401108","Taking diuretic","Taking diuretics"
"JHS","phv00401207","Stroke status","Stroke"
"JHS","phv00401298","Taking beta blocker","Taking beta blockers"
"JHS","phv00401300","Taking diuretic","Taking diuretics"
"JHS","phv00401345","Stroke status","Stroke"
"JHS","phv00401399","Taking beta blocker","Taking beta blockers"
"JHS","phv00401401","Taking diuretic","Taking diuretics"
"JHS","phv00401472","Stroke status","Stroke"
"JHS","phv00402793","COPD status","COPD"
"JHS","phv00402801","Stroke status","Stroke"
"JHS","phv00402849","Stroke status","Stroke"
"JHS","phv00403327","Stroke status","Stroke"
"JHS","phv00403381","Stroke status","Stroke"
"JHS","phv00403634","Stroke status","Stroke"
"JHS","phv00403887","Stroke status","Stroke"
"JHS","phv00403990","Stroke status","Stroke"
"MESA","phv00082639","Body weight",""
"MESA","phv00082639","Carotid plaque",""
"MESA","phv00082639","Carotid stenosis",""
"MESA","phv00082639","Cigarette smoking",""
"MESA","phv00082639","Diastolic blood pressure",""
"MESA","phv00082639","E-selectin in blood",""
"MESA","phv00082639","Fasting lipids",""
"MESA","phv00082639","HDL",""
"MESA","phv00082639","Height",""
"MESA","phv00082639","Hypertension treatment",""
"MESA","phv00082639","Systolic blood pressure",""
"MESA","phv00082639","Taking ACE inhibitors",""
"MESA","phv00082639","Taking aldosterone receptor blockers",""
"MESA","phv00082639","Taking alpha blockers",""
"MESA","phv00082639","Taking angiotensin receptor blockers",""
"MESA","phv00082639","Taking beta blockers",""
"MESA","phv00082639","Taking calcium channel blockers",""
"MESA","phv00082639","Taking centrally acting agents",""
"MESA","phv00082639","Taking diuretics",""
"MESA","phv00082639","Taking statin medication",""
"MESA","phv00082639","Total cholesterol in blood",""
"MESA","phv00082639","Triglycerides in blood",""
"MESA","phv00083116","Taking diuretic","Taking diuretics"
"MESA","phv00083117","Taking diuretic","Taking diuretics"
"MESA","phv00083125","Taking diuretic","Taking diuretics"
"MESA","phv00083161","Taking diuretic","Taking diuretics"
"MESA","phv00083303","Fasting lipids",""
"MESA","phv00083483","COPD status","COPD"
"MESA","phv00083484","COPD status","COPD"
"MESA","phv00083485","COPD status","COPD"
"MESA","phv00083486","COPD status","COPD"
"MESA","phv00083545","COPD status","COPD"
"MESA","phv00083546","COPD status",""
"MESA","phv00083586","COPD status","COPD"
"MESA","phv00083590","COPD status","COPD"
"MESA","phv00083594","COPD status","COPD"
"MESA","phv00083598","COPD status","COPD"
"MESA","phv00083602","COPD status","COPD"
"MESA","phv00083620","COPD status","COPD"
"MESA","phv00083621","COPD status","COPD"
"MESA","phv00083718","COPD status","COPD"
"MESA","phv00083719","COPD status","COPD"
"MESA","phv00083720","COPD status","COPD"
"MESA","phv00083721","COPD status","COPD"
"MESA","phv00083780","COPD status","COPD"
"MESA","phv00083781","COPD status",""
"MESA","phv00083816","COPD status","COPD"
"MESA","phv00083820","COPD status","COPD"
"MESA","phv00083824","COPD status","COPD"
"MESA","phv00083828","COPD status","COPD"
"MESA","phv00083832","COPD status","COPD"
"MESA","phv00083850","COPD status","COPD"
"MESA","phv00083851","COPD status","COPD"
"MESA","phv00084442","Activity LP-PLA2 in blood",""
"MESA","phv00084442","Angina",""
"MESA","phv00084442","Body weight",""
"MESA","phv00084442","CD40 in blood",""
"MESA","phv00084442","Carotid plaque",""
"MESA","phv00084442","Carotid stenosis",""
"MESA","phv00084442","Cigarette smoking",""
"MESA","phv00084442","Diastolic blood pressure",""
"MESA","phv00084442","E-selectin in blood",""
"MESA","phv00084442","Fasting lipids",""
"MESA","phv00084442","HDL",""
"MESA","phv00084442","Height",""
"MESA","phv00084442","History of coronary angioplasty",""
"MESA","phv00084442","History of coronary artery bypass graft",""
"MESA","phv00084442","History of myocardial infarction",""
"MESA","phv00084442","Hypertension treatment",""
"MESA","phv00084442","Interleukin 10 in blood",""
"MESA","phv00084442","MMP9 in blood",""
"MESA","phv00084442","Mass LP-PLA2 in blood",""
"MESA","phv00084442","Systolic blood pressure",""
"MESA","phv00084442","TNFa-R1 in blood",""
"MESA","phv00084442","Taking ACE inhibitors",""
"MESA","phv00084442","Taking aldosterone receptor blockers",""
"MESA","phv00084442","Taking alpha blockers",""
"MESA","phv00084442","Taking angiotensin receptor blockers",""
"MESA","phv00084442","Taking beta blockers",""
"MESA","phv00084442","Taking calcium channel blockers",""
"MESA","phv00084442","Taking centrally acting agents",""
"MESA","phv00084442","Taking diuretics",""
"MESA","phv00084442","Taking statin medication",""
"MESA","phv00084442","Total cholesterol in blood",""
"MESA","phv00084442","Triglycerides in blood",""
"MESA","phv00084442","interleukin 6 in blood",""
"MESA","phv00084442","peripheral arterial disease",""
"MESA","phv00084798","Carotid stenosis","Carotid stenosis right"
"MESA","phv00084803","Carotid stenosis","Carotid stenosis left"
"MESA","phv00084980","Fasting lipids",""
"MESA","phv00085361","Taking diuretic","Taking diuretics"
"MESA","phv00085362","Taking diuretic","Taking diuretics"
"MESA","phv00085370","Taking diuretic","Taking diuretics"
"MESA","phv00085406","Taking diuretic","Taking diuretics"
"MESA","phv00085760","Stroke status","Stroke"
"MESA","phv00085763","Hypertension treatment",""
"MESA","phv00085773","TNFa in blood",""
"MESA","phv00086012","Taking diuretic","Taking diuretics"
"MESA","phv00086043","Taking diuretic","Taking diuretics"
"MESA","phv00086044","Taking diuretic","Taking diuretics"
"MESA","phv00086050","Taking diuretic","Taking diuretics"
"MESA","phv00086259","TNFa in blood",""
"MESA","phv00086494","Taking diuretic","Taking diuretics"
"MESA","phv00086525","Taking diuretic","Taking diuretics"
"MESA","phv00086526","Taking diuretic","Taking diuretics"
"MESA","phv00086532","Taking diuretic","Taking diuretics"
"MESA","phv00086727","Sleep hours",""
"MESA","phv00086931","Taking diuretic","Taking diuretics"
"MESA","phv00086962","Taking diuretic","Taking diuretics"
"MESA","phv00086963","Taking diuretic","Taking diuretics"
"MESA","phv00086969","Taking diuretic","Taking diuretics"
"MESA","phv00087071","Body weight",""
"MESA","phv00087071","Carotid plaque",""
"MESA","phv00087071","Carotid stenosis",""
"MESA","phv00087071","Cigarette smoking",""
"MESA","phv00087071","Diastolic blood pressure",""
"MESA","phv00087071","Fasting lipids",""
"MESA","phv00087071","HDL",""
"MESA","phv00087071","Height",""
"MESA","phv00087071","Hypertension treatment",""
"MESA","phv00087071","Systolic blood pressure",""
"MESA","phv00087071","Taking ACE inhibitors",""
"MESA","phv00087071","Taking aldosterone receptor blockers",""
"MESA","phv00087071","Taking alpha blockers",""
"MESA","phv00087071","Taking angiotensin receptor blockers",""
"MESA","phv00087071","Taking beta blockers",""
"MESA","phv00087071","Taking calcium channel blockers",""
"MESA","phv00087071","Taking centrally acting agents",""
"MESA","phv00087071","Taking diuretics",""
"MESA","phv00087071","Taking statin medication",""
"MESA","phv00087071","Total cholesterol in blood",""
"MESA","phv00087071","Triglycerides in blood",""
"MESA","phv00087144","Stroke status","Stroke"
"MESA","phv00087145","Stroke status","Stroke"
"MESA","phv00087337","Taking diuretic","Taking diuretics"
"MESA","phv00087338","Taking diuretic","Taking diuretics"
"MESA","phv00087346","Taking diuretic","Taking diuretics"
"MESA","phv00087381","Taking diuretic","Taking diuretics"
"MESA","phv00087524","Fasting lipids",""
"MESA","phv00087709","COPD status","COPD"
"MESA","phv00087710","COPD status","COPD"
"MESA","phv00087711","COPD status","COPD"
"MESA","phv00087712","COPD status","COPD"
"MESA","phv00087771","COPD status","COPD"
"MESA","phv00087772","COPD status",""
"MESA","phv00087812","COPD status","COPD"
"MESA","phv00087816","COPD status","COPD"
"MESA","phv00087820","COPD status","COPD"
"MESA","phv00087824","COPD status","COPD"
"MESA","phv00087828","COPD status","COPD"
"MESA","phv00087846","COPD status","COPD"
"MESA","phv00087847","COPD status","COPD"
"MESA","phv00087876","Stroke status","Stroke"
"MESA","phv00087877","Stroke status","Stroke"
"MESA","phv00087879","Stroke status","Stroke"
"MESA","phv00087880","Stroke status","Stroke"
"MESA","phv00128762","Red blood cell count volume","Red blood cell count"
"MESA","phv00175294","COPD status","COPD"
"MESA","phv00175363","Taking diuretic","Taking diuretics"
"MESA","phv00175364","Taking diuretic","Taking diuretics"
"MESA","phv00175372","Taking diuretic","Taking diuretics"
"MESA","phv00175408","Taking diuretic","Taking diuretics"
"MESA","phv00175987","BUN Creatinine ratio","BUN"
"MESA","phv00176011","Hematocrit",""
"MESA","phv00176011","Hemoglobin",""
"MESA","phv00176011","Lymphocytes count",""
"MESA","phv00176011","Neutrophils count",""
"MESA","phv00176011","Platelet count",""
"MESA","phv00176011","Red blood cell count volume",""
"MESA","phv00176011","White blood cell count",""
"MESA","phv00176011","basophils count",""
"MESA","phv00176011","eosinophils count",""
"MESA","phv00176011","mean corpuscular hemoglobin",""
"MESA","phv00176011","mean corpuscular hemoglobin concentration",""
"MESA","phv00176011","mean corpuscular volume",""
"MESA","phv00176011","monocytes count",""
"MESA","phv00176717","COPD status","COPD"
"MESA","phv00176786","Taking diuretic","Taking diuretics"
"MESA","phv00176787","Taking diuretic","Taking diuretics"
"MESA","phv00176795","Taking diuretic","Taking diuretics"
"MESA","phv00176831","Taking diuretic","Taking diuretics"
"MESA","phv00196299","Sleep apnea status","Sleep apnea"
"MESA","phv00196300","Sleep apnea status","Sleep apnea"
"MESA","phv00196301","Sleep apnea status","Sleep apnea"
"MESA","phv00196302","Sleep apnea status","Sleep apnea"
"MESA","phv00196303","Sleep apnea status","Sleep apnea"
"MESA","phv00196304","Sleep apnea status","Sleep apnea"
"MESA","phv00196305","Sleep apnea status","Sleep apnea"
"MESA","phv00218990","Red blood cell count volume","Red blood cell count"
"WHI","phv00077362","Hematocrit",""
"WHI","phv00077362","Hemoglobin",""
"WHI","phv00077362","Platelet count",""
"WHI","phv00077362","White blood cell count",""
"WHI","phv00077363","Hematocrit",""
"WHI","phv00077363","Hemoglobin",""
"WHI","phv00077363","Platelet count",""
"WHI","phv00077363","White blood cell count",""
"WHI","phv00078436","Angina",""
"WHI","phv00078436","Body weight",""
"WHI","phv00078436","Cause of death",""
"WHI","phv00078436","Cigarette smoking",""
"WHI","phv00078436","Diastolic blood pressure",""
"WHI","phv00078436","Height",""
"WHI","phv00078436","Hematocrit",""
"WHI","phv00078436","Hemoglobin",""
"WHI","phv00078436","History of coronary angioplasty",""
"WHI","phv00078436","History of coronary artery bypass graft",""
"WHI","phv00078436","History of myocardial infarction",""
"WHI","phv00078436","Hypertension treatment",""
"WHI","phv00078436","Platelet count",""
"WHI","phv00078436","Sleep hours",""
"WHI","phv00078436","Systolic blood pressure",""
"WHI","phv00078436","Taking ACE inhibitors",""
"WHI","phv00078436","Taking aldosterone receptor blockers",""
"WHI","phv00078436","Taking alpha blockers",""
"WHI","phv00078436","Taking angiotensin receptor blockers",""
"WHI","phv00078436","Taking beta blockers",""
"WHI","phv00078436","Taking calcium channel blockers",""
"WHI","phv00078436","Taking centrally acting agents",""
"WHI","phv00078436","Taking diuretics",""
"WHI","phv00078436","White blood cell count",""
"WHI","phv00078436","peripheral arterial disease",""
"WHI","phv00078437","Angina",""
"WHI","phv00078437","Body weight",""
"WHI","phv00078437","Cause of death",""
"WHI","phv00078437","Cigarette smoking",""
"WHI","phv00078437","Diastolic blood pressure",""
"WHI","phv00078437","Height",""
"WHI","phv00078437","Hematocrit",""
"WHI","phv00078437","Hemoglobin",""
"WHI","phv00078437","History of coronary angioplasty",""
"WHI","phv00078437","History of coronary artery bypass graft",""
"WHI","phv00078437","History of myocardial infarction",""
"WHI","phv00078437","Hypertension treatment",""
"WHI","phv00078437","Platelet count",""
"WHI","phv00078437","Sleep hours",""
"WHI","phv00078437","Systolic blood pressure",""
"WHI","phv00078437","Taking ACE inhibitors",""
"WHI","phv00078437","Taking aldosterone receptor blockers",""
"WHI","phv00078437","Taking alpha blockers",""
"WHI","phv00078437","Taking angiotensin receptor blockers",""
"WHI","phv00078437","Taking beta blockers",""
"WHI","phv00078437","Taking calcium channel blockers",""
"WHI","phv00078437","Taking centrally acting agents",""
"WHI","phv00078437","Taking diuretics",""
"WHI","phv00078437","White blood cell count",""
"WHI","phv00078437","peripheral arterial disease",""
"WHI","phv00078478","Stroke status","Stroke"
"WHI","phv00078479","Stroke status","Stroke"
"WHI","phv00078480","Stroke status","Stroke"
"WHI","phv00078481","Stroke status","Stroke"
"WHI","phv00078507","Angina",""
"WHI","phv00078507","History of coronary angioplasty",""
"WHI","phv00078507","History of coronary artery bypass graft",""
"WHI","phv00078507","peripheral arterial disease",""
"WHI","phv00078557","Hypertension treatment",""
"WHI","phv00078773","Cigarette smoking",""
"WHI","phv00078869","Sleep hours",""
"WHI","phv00078870","Sleep hours",""
"WHI","phv00079850","Diastolic blood pressure",""
"WHI","phv00079850","Hypertension treatment",""
"WHI","phv00079850","Systolic blood pressure",""
"WHI","phv00079850","Taking ACE inhibitors",""
"WHI","phv00079850","Taking aldosterone receptor blockers",""
"WHI","phv00079850","Taking alpha blockers",""
"WHI","phv00079850","Taking angiotensin receptor blockers",""
"WHI","phv00079850","Taking beta blockers",""
"WHI","phv00079850","Taking calcium channel blockers",""
"WHI","phv00079850","Taking centrally acting agents",""
"WHI","phv00079850","Taking diuretics",""
"WHI","phv00079851","Body weight",""
"WHI","phv00079851","Height",""
"WHI","phv00079852","Body weight",""
"WHI","phv00079852","Diastolic blood pressure",""
"WHI","phv00079852","Height",""
"WHI","phv00079852","Hypertension treatment",""
"WHI","phv00079852","Systolic blood pressure",""
"WHI","phv00079852","Taking ACE inhibitors",""
"WHI","phv00079852","Taking aldosterone receptor blockers",""
"WHI","phv00079852","Taking alpha blockers",""
"WHI","phv00079852","Taking angiotensin receptor blockers",""
"WHI","phv00079852","Taking beta blockers",""
"WHI","phv00079852","Taking calcium channel blockers",""
"WHI","phv00079852","Taking centrally acting agents",""
"WHI","phv00079852","Taking diuretics",""
"WHI","phv00169603","Hypertension treatment",""
"WHI","phv00169603","Taking ACE inhibitors",""
"WHI","phv00169603","Taking aldosterone receptor blockers",""
"WHI","phv00169603","Taking alpha blockers",""
"WHI","phv00169603","Taking angiotensin receptor blockers",""
"WHI","phv00169603","Taking beta blockers",""
"WHI","phv00169603","Taking calcium channel blockers",""
"WHI","phv00169603","Taking centrally acting agents",""
"WHI","phv00169603","Taking diuretics",""
"WHI","phv00169605","Hypertension treatment",""
"WHI","phv00169605","Taking ACE inhibitors",""
"WHI","phv00169605","Taking aldosterone receptor blockers",""
"WHI","phv00169605","Taking alpha blockers",""
"WHI","phv00169605","Taking angiotensin receptor blockers",""
"WHI","phv00169605","Taking beta blockers",""
"WHI","phv00169605","Taking calcium channel blockers",""
"WHI","phv00169605","Taking centrally acting agents",""
"WHI","phv00169605","Taking diuretics",""
"WHI","phv00169608","Hypertension treatment",""
"WHI","phv00169608","Taking ACE inhibitors",""
"WHI","phv00169608","Taking aldosterone receptor blockers",""
"WHI","phv00169608","Taking alpha blockers",""
"WHI","phv00169608","Taking angiotensin receptor blockers",""
"WHI","phv00169608","Taking beta blockers",""
"WHI","phv00169608","Taking calcium channel blockers",""
